preset_name,amp_attack,amp_decay,amp_sustain,amp_release,osc1_waveform,filter_attack,filter_decay,filter_sustain,filter_release,filter_resonance,filter_env_amount,filter_cutoff,osc2_detune,osc2_waveform,master_vol,lfo_freq,lfo_waveform,osc2_range,osc_mix,freq_mod_amount,filter_mod_amount,amp_mod_amount,osc_mix_mode,osc1_pulsewidth,osc2_pulsewidth,reverb_roomsize,reverb_damp,reverb_wet,reverb_width,distortion_crunch,osc2_sync,portamento_time,keyboard_mode,osc2_pitch,filter_type,filter_slope,freq_mod_osc,filter_kbd_track,filter_vel_sens,amp_vel_sens,portamento_mode
AtFirstSight,0.0333333,1.41667,0,0.748587,2,0,0.575,0.11811,0.641667,0.695039,11.2,0.38189,0.02,1,0.281968,2.375,0,2,-0.669291,0.172189,-1,-0.613333,1,0.535433,0.946667,0.073334,0.88,0.0833333,1,0,0,0,0,12,0,0,,,,,
AtFirstSight2,0.0333333,1.41667,0,0.748587,2,0,0.575,0.11811,0.641667,0.695039,11.2,0.38189,0.02,1,0.281968,2.375,0,2,-0.669291,0.172189,-1,-0.613333,1,0.535433,0.527559,0.073334,0.88,0.0833333,1,0,0,0,0,12,0,0,,,,,
AtFirstSight3,0.0333333,1.41667,0,0.748587,2,0,0.575,0.11811,0.641667,0.611024,11.2,0.38189,0.02,1,0.281968,1.35,0,2,-0.669291,0.172189,-1,-0.613333,1,0.535433,0.740157,0.073334,0.88,0.0833333,1,0,0,0,0,12,0,0,,,,,
XLeagues,0.15,0.933333,0.363333,0.416663,0,0.65,0,0.15,0.591667,0.721848,12.6102,0.255906,2.14577e-08,2,0.582677,1.925,0,0,1,0.0965939,-0.666667,-1,0,0.929134,0.488189,0.0933327,0.94,0.1,1,0.072,0,0,1,0,2,0,,,,,
New12,1.04167,1.70001,0.443333,1.27359,2,0.9,0.65,0.666667,1.225,0.521375,6.82667,-0.279528,0.02,1,0.251969,1.075,0,1,-0.0983033,0.197388,-0.753334,-1,0,0.983333,0.146667,0.0500004,0.88,0.0699997,1,0,0,0,0,0,0,1,,,,,
Leningrad,0.0595099,1.54213,0,1.00249,1,0.503363,0.556561,0.542981,0.97742,0.505466,-4.47277,1.27953,0.0483801,2,0.307087,1.5,0,1,0.440193,0,-0.428672,-1,0,0.818617,0.900764,0.0808533,0.243868,0.0696357,1,0,0,0,0,0,0,1,,,,,
MonoDirt,0.15,1.10834,0.896667,0.181923,2,0.133334,0,0,0.15833,0.672126,2.66666,-0.106299,0.00666663,1,0.425197,1.94882,2,-1,0.322835,0.209987,-0.586667,-1,1,0.724409,0.212598,0,0.88,0.21,1,0.168,1,0.0366667,1,10,1,0,,,,,
PolyDirt,0.15,1.10834,0.896667,0.181923,2,0.133334,0,0,0.15833,0.672126,2.66666,-0.106299,0.00666663,1,0.425197,1.94882,2,-1,0.322835,0.209987,-0.586667,-1,1,1,0.635591,0,0.88,0.21,1,0.168,1,0.0366667,0,10,1,0,,,,,
PolyDirt2,0.15,1.10834,0.896667,0.181923,2,0.133334,0,0.236667,0.15833,0.175669,2.13333,-0.0433071,0.00787402,1,0.425197,1.92382,2,-1,0.322835,0.209987,-0.586667,-1,1,1,0.635591,0,0.88,0.21,1,0.168,0,0.0366667,0,12,1,1,,,,,
OpposingViews,0.258333,0.633336,0.5,0.406916,1,0.283333,0.483333,0.486667,0.866666,0.794331,7.46667,0.00393701,0.02,2,0.0672441,3.3,0,2,0.275591,0.151189,-0.426667,-1,0,0.385827,0.795276,0.146667,0.623333,0.133958,1,0.204,0,0,1,0,0,1,,,,,
SuperSweep20,0.176177,2.20046,0.655671,0.919155,2,0.153363,0.556561,0.369647,2.35242,0.893622,3.3139,1.05952,-0.02,2,0.27685,0.590551,0,0,0.52686,0,0.606667,-0.80723,0,0.76195,0.217431,0.0608533,0.243868,0.0996357,1,0,0,0,0,0,0,1,,,,,
BoldOne,0.158333,1.57501,0,0.53192,1,0,0.108333,0.69,1.225,0.649213,-7.89333,1.31102,0.0266667,1,0.189318,0,1,0,0.559055,0,-1,-1,1,0.164467,0.12,0.0600003,0.88,0.13,1,0,0,0,0,0,0,1,,,,,
ChorusedOrganik,0.0333333,1.20834,0.376667,0.29025,0,0,0.0666633,0.306667,0.333333,0.757409,8.74667,0.54,0.00666666,1,0.354331,3.18898,4,0,0.101697,0,-0.586667,-1,0,0.791133,0.51,0.23,0.88,0.216666,1,0,0,0,0,0,0,1,,,,,
ChorusedOrganik2,0.0333333,0.666673,0.376667,0.29025,0,0,0.0666633,0.306667,0.333333,0.757409,8.74667,0.54,0.00666666,1,0.354331,2.53898,2,0,0.101697,0.247784,-0.466667,-1,0,0.791133,0.51,0.23,0.88,0.216666,1,0,0,0,0,0,0,1,,,,,
BasicSquares1,0,0.644654,0.486667,1.10273,1,0.183334,0.771943,0.00333333,0.68827,0,16,0.613333,-0.00787402,1,0.275591,1.3,0,1,-1,0.214187,-1,-1,0,0,0.152881,0.092568,0.310589,0.097636,0.969731,0,0,0,0,0,0,0,,,,,
BasicSquares2,0,0.644654,0.486667,1.10273,1,0.183334,0.771943,0.00333333,0.68827,0,16,1.5,-0.00787402,1,0.275591,1.3,0,1,-1,0.214187,-1,-1,0,0,0.152881,0.092568,0.310589,0.097636,0.969731,0,0,0,0,0,0,0,,,,,
BasicPulses1,0.2,0.644654,0.486667,1.10273,1,0.183334,0.771943,0.00333333,0.68827,0,16,1.5,-0.00787402,1,0.362205,0,0,1,-1,0.214187,-1,-1,0,1,0.152881,0.092568,0.310589,0.097636,0.969731,0,0,0,0,0,0,0,,,,,
BasicPulses2,0,0.644654,0.486667,0.302729,1,0.183334,0.771943,0.206667,0.68827,0,16,-0.5,-0.00787402,1,0.362205,7.5,0,1,-1,0.226786,-1,-1,0,1,0.152881,0.092568,0.310589,0.097636,0.969731,0,0,0,0,0,0,0,,,,,
BasicPulses3,0,0.644654,0.486667,0.302729,1,0.183334,0.771943,0.133333,0.68827,0.817244,16,-0.011811,-0.00787402,1,0.362205,7.5,0,1,-1,0.226786,-1,-1,0,1,0.152881,0.092568,0.310589,0.097636,0.969731,0,0,0,0,0,0,0,,,,,
BasicSaws1,0,0.644654,0.486667,0.486062,2,0.183334,0.771943,0.133333,0.73827,0,16,1.5,-0.00787402,1,0.362205,1.77165,0,1,-1,0.188988,-1,-1,0,1,0.152881,0.092568,0.310589,0.097636,0.969731,0,0,0,0,0,0,1,,,,,
BasicSaws2,0,0.644654,0.486667,0.486062,2,0.183334,0.771943,0.133333,0.73827,0,16,0.602362,-0.00787402,1,0.362205,1.77165,0,1,-1,0.188988,-1,-1,0,1,0.152881,0.092568,0.310589,0.097636,0.969731,0,0,0,0,0,0,1,,,,,
BasicSaws3,0,0.944654,0.486667,0.486062,2,0.166667,0.971943,0.133333,0.73827,0,16,-0.185039,-0.00787402,1,0.362205,1.77165,0,1,-1,0.0797948,-1,-1,0,1,0.152881,0.092568,0.310589,0.097636,0.969731,0,0,0,0,0,0,1,,,,,
BasicSaws4,0,0.644654,0.486667,0.486062,2,0.183334,0.771943,0.133333,0.73827,0.679764,16,-0.5,-0.00787402,1,0.362205,1.77165,0,1,-1,0.188988,-1,-1,0,1,0.152881,0.092568,0.310589,0.097636,0.969731,0,0,0,0,0,0,1,,,,,
BasicSaws5,0,0.644654,0.486667,0.486062,2,0.183334,0.771943,0.133333,0.73827,0.679764,16,0.728346,-0.00787402,1,0.362205,1.77165,0,1,-1,0.188988,-1,-1,0,1,0.152881,0.092568,0.310589,0.097636,0.969731,0,0,0,0,0,0,1,,,,,
BasicSaws6,0,0.644654,0.486667,0.486062,2,0.183334,0.771943,0.133333,0.73827,0.488819,16,1.5,-0.00787402,1,0.362205,1.77165,0,1,-1,0.188988,-1,-1,0,1,0.152881,0.092568,0.310589,0.097636,0.969731,0,0,0,0,0,0,1,,,,,
BasicSaws7,0.166667,0.644654,0.486667,0.311062,2,0.183334,0.996943,0.09,0.73827,0.740866,14.72,0.36273,-0.00787402,2,0.354331,0,0,1,-1,0,-1,-1,0,1,1,0.092568,0.310589,0.097636,0.969731,0.066,0,0,0,0,0,1,,,,,
BasicTri1,0,0.644654,0.486667,0.486062,2,0.183334,0.971943,0.133333,0.73827,0.641575,16,0.854331,-0.00787402,1,0.362205,1.77165,0,1,-1,0.188988,-1,-1,0,0,0.152881,0.092568,0.310589,0.097636,0.969731,0,0,0,0,0,0,1,,,,,
BasicTri2,0,0.644654,0.486667,0.486062,2,0.183334,0.971943,0.133333,0.73827,0.837433,16,0.726667,-0.00787402,1,0.314961,1.77165,0,1,-1,0.188988,-1,-1,0,0,0.152881,0.092568,0.310589,0.097636,0.969731,0,0,0,0,0,0,1,,,,,
OldenHorns3,0.378107,1.91466,0.445282,0.346094,2,0.461851,0.736681,0.246303,1.46126,0.0992913,6.86107,0.0750654,0.023622,2,0.370079,7.5,0,0,0.165354,0.277183,-0.479462,-0.903832,0,1,1,0.060563,0.710228,0.172046,1,0,0,0.0366667,0,7,0,0,,,,,
Muso1,0.216666,1.15,0,1.11525,3,0.258334,0.5,0.18,0.708332,0.479068,4.48,0.948819,0.04,2,0.411286,2.24409,0,0,0.905512,0.32758,-0.386667,-1,0,0.968504,0.181102,0,0,0.08,1,0,0,0,0,0,0,1,,,,,
StrangerBells3,0.166667,0.825007,0,0.806927,0,0.15,0,0.240001,1.55833,0.756142,7.25334,0.665354,0.0708661,2,0.322835,0,0,0,-0.213333,0,-1,-1,1,0.106667,0,0.0733333,0.88,0.0966663,1,0,1,0,0,0,0,1,,,,,
Espace,0.35,1.04842,0,0.241667,3,0.283333,0.5256,0.136219,1.78897,0.481181,14.5772,0.255906,0,0,0.454619,0,0,2,1,0,-0.846667,-0.76,0,0.287752,0.886667,0.0232903,0.177191,0.113303,0.979909,0,0,0,0,0,1,1,,,,,
Archo,0.15,1.07501,0,1.44026,2,0.116667,0,0.116667,1.33333,0.465906,7.61537,1.04331,-0.00787402,1,0.403123,2.3622,1,2,1,0,-1,1,0,0.748031,0.503937,0.153334,0.88,0.143333,1,0,0,0,0,0,2,0,,,,,
EtherWorld,0.85,1.07501,0.863333,2.15692,2,1.05833,1.04167,0.636667,2.03333,0.671897,0.853334,-0.248766,0.0266666,2,0.409449,0.725,2,0,-0.511811,0.15539,-0.6,-0.753333,0,0.78,0.425197,0.17,0.283333,0.143333,1,0,1,0,0,-7,2,0,,,,,
EtherWorld2,0.458333,1.07501,0.863333,1.03192,2,0.708333,1.04167,0.636667,2.03333,0.572835,0.853334,0.0669291,0.0266666,2,0.409449,0.725,2,0,-0.527559,0.15539,-0.6,-0.753333,0,0.78,0.448819,0.17,0.283333,0.143333,1,0,0,0,0,-7,2,0,,,,,
RedderClouds,0.15,1.10834,0.896667,1.74859,2,0.133334,0,0.236667,1.76666,0.175669,9.27999,-0.0433071,0.00787402,1,0.425197,1.92382,2,-1,0.322835,0.209987,-0.586667,-1,1,1,0,0,0.88,0.21,1,0.081,0,0.0366667,0,12,0,1,,,,,
RedderClouds2,0.15,1.10834,0.896667,1.74859,0,0.133334,0,0.503333,1.76666,0.175669,2.23999,0.69685,0.00787402,1,0.425197,0,2,-1,0.322835,0.209987,-0.586667,-1,1,0,0,0,0.88,0.21,1,0.081,0,0.0366667,0,12,0,1,,,,,
Confidence,0.458333,1.07501,0.863333,0.798587,0,0.708333,1.04167,0.636667,1,0.290236,6.72,0.145669,-1,2,0.409449,3.025,5,0,-0.102362,0.243585,-0.6,-0.753333,0,0.523333,1,0.17,0.283333,0.143333,1,0,0,0,0,-8,0,0,,,,,
NewerFlute,0.3,0.44009,0,0.441667,3,0.291666,0.692267,0.209552,0.33064,0.838095,-12.7631,-0.210026,0,2,0.330709,0,0,0,0.480315,0,-0.846667,-0.76,0,0.287752,0.645669,0.0232903,0.177191,0.113303,0.979909,0,0,0,0,0,1,0,,,,,
WetBassXit2,0.0333333,0.85001,0,0.35692,1,0.0916667,0.5,0.21,1.225,0.863071,10.3466,0.838583,-0.02,2,0.385827,0,0,-1,0.354331,0,-1,-1,0,1,1,0,0.88,0.18,1,0,0,0,0,-12,0,1,,,,,
TwoTri,0.15,1.30834,0,1.08192,2,0.158333,0.691667,0.42,1.225,0.857642,13.44,0.000472028,-0.00787402,2,0.555302,1.625,0,0,0.08,0,-1,-0.00666666,0,0,0.0109449,0.0400004,0.88,0.0266663,1,0,0,0,0,0,0,0,,,,,
TwoTriThird,0.15,1.30834,0,1.08192,2,0.158333,0.691667,0.42,1.225,0.857642,13.44,0.000472028,0.779528,2,0.433071,1.625,0,0,0.08,0,-1,-0.00666666,0,0,0.0109449,0.0400004,0.88,0.0266663,1,0,0,0,0,0,0,0,,,,,
TwoTriFifth,0.15,1.30834,0,1.08192,2,0.158333,0.691667,0.42,1.225,0.857642,13.44,0.000472028,1,2,0.433071,1.625,0,0,0.08,0,-1,-0.00666666,0,0,0.0109449,0.0400004,0.88,0.0266663,1,0,0,0,0,3,0,0,,,,,
OberAll,0.853107,1.20633,0.523333,1.21667,2,0.570184,0,0.453334,1.19167,0.328425,8.21333,1.5,0.0551181,2,0.401575,0,0,0,0.11811,0.172189,-1,-1,0,1,1,0,0.710228,0,1,0,1,0,0,0,0,0,,,,,
VelvetFHorn,0.219774,1.20633,0.523333,0.283333,0,0.295184,0,0.13,1.19167,0.404803,3.30667,0.46063,-0.00120735,2,0.401575,0,0,0,-1,0.172189,-1,-1,1,0,1,0,0.710228,0,1,0,0,0,1,0,0,1,,,,,
Dialect,0.219774,1.20633,0.523333,0.283333,2,0.295184,0.541667,0.63,1.19167,0.404803,3.30667,0.46063,-0.00120735,2,0.401575,0,0,0,0.0551181,0.172189,-1,-1,1,0.779528,1,0,0.710228,0,1,0,0,0,1,-12,0,1,,,,,
FeelsBetter,0.119774,1.448,0,1.19167,2,0.153517,0.491667,0.353333,1.19167,0.404803,3.2,0.555118,-0.00787402,2,0.401575,0,0,0,0.0866142,0.331779,-1,-1,1,0.779528,0,0,0.710228,0,1,0,0,0,0,12,0,1,,,,,
XLeagues2,0.15,1.15833,0,0.416663,0,0.65,0,0.15,0.591667,0.488819,7.8102,-0.218373,2.14577e-08,2,0.76378,1.925,0,0,0.795276,0.0965939,-0.666667,-1,0,0.929134,0.905512,0.0933327,0.94,0.1,1,0.081,0,0,1,0,2,0,,,,,
FuzzballBass,0.15,0.941666,0,0.316663,0,0.65,0,0.15,0.591667,0.353248,13.9969,1.15591,2.14577e-08,2,0.433071,1.925,0,0,1,0.0965939,-0.666667,-1,0,0.929134,1,0.0933327,0.94,0.1,1,0.072,0,0.0166667,1,0,0,0,,,,,
XLeagues3,0.15,0.941666,0,0.316663,0,0.65,0,0.15,0.591667,0.702677,12.2902,1.23228,2.14577e-08,2,0.204724,1.925,0,0,1,0.0965939,-0.666667,-1,0,0.929134,1,0.0933327,0.94,0.1,1,0.153,0,0.0166667,1,0,0,0,,,,,
Attacke1,0.166667,1.44168,0.573333,0.248587,1,0.241667,0.983333,0.21,1.025,0.495509,5.22667,0.220472,0.00666663,1,0.446667,0,0,0,0.11503,0,-1,-1,1,0.983333,1,0.076667,0.88,0.216666,1,0.09,0,0,0,0,0,0,,,,,
Attacke2,0.166667,1.11668,0.573333,0.248587,1,0.241667,0.908333,0.293334,1.025,0.947087,13.12,-0.0748032,0.00666663,1,0.220472,0,0,0,0.11503,0,-1,-1,1,0.983333,1,0.076667,0.88,0.216666,1,0,0,0,0,0,0,0,,,,,
FeelsBetter2,0.119774,1.448,0,1.19167,2,0.136851,1.44167,0,1.19167,0.404803,3.2,0.555118,-0.00787402,2,0.401575,1.53543,0,0,0.0866142,0.239385,-1,-1,1,0.779528,0,0,0.710228,0,1,0,0,0,0,5,0,1,,,,,
FeelsBetter3,0.119774,1.28966,0,1.2,2,0.136851,1.33333,0,1.24167,0.404803,3.2,0.555118,-0.00787402,2,0.401575,1.53543,0,0,0.0866142,0.239385,-1,-1,1,0.779528,0,0,0.710228,0,1,0,0,0,0,-5,0,1,,,,,
Scostumata2,0.166667,0.92501,0.18,0.73192,1,0.241667,0.908333,0.293334,1.025,0.801969,13.12,0.287402,0.00666663,1,0.382782,0,0,0,0.606299,0,-1,-1,1,0.983333,1,0.076667,0.88,0.216666,1,0,0,0,0,-12,0,0,,,,,
EvolLove,0.325,0.644654,0.486667,0.486062,2,0.933334,0.175,1,0.73827,0.488819,13.6533,0.192913,-0.00787402,1,0.382205,1.99665,2,0,-1,0.243585,-0.546667,-1,0,1,0.152881,0.092568,0.310589,0.097636,0.969731,0,0,0,0,0,0,1,,,,,
BasicTrump,0.175,1.07501,0.863333,0.273587,0,0.508333,1.04167,0.636667,1,0.290236,6.72,0.145669,-0.00787402,2,0.409449,7.5,1,0,1,0.176389,-0.6,-1,0,0.523333,1,0.17,0.283333,0.143333,1,0,0,0,0,0,0,0,,,,,
RezPeople,0,0.883343,0.52,0.340254,1,0,0.891667,0.966667,0.508333,0.900547,-12.5867,1.21654,0.00666663,1,0.212598,0,0,0,1,0,-1,-1,0,0.983333,1,0.076667,0.88,0.216666,1,0,0,0,0,0,0,1,,,,,
TinyPianOOO2,0.0333333,0.816677,0,0.540254,2,0.0916667,0.65,0.00666699,1.225,0.715375,5.22667,1.01381,0.00787402,1,0.451969,0,0,0,-0.073333,0,-1,-1,0,0.473333,0.856667,0.0200004,0.88,0.12,1,0,1,0,0,6,0,0,,,,,
EasyPicnic,0.175,1.07501,0.863333,0.273587,2,0.508333,1.04167,0.583334,1,0.748504,1.38667,-0.122047,-0.00787402,0,0.409449,2.06693,0,1,0.511811,0.176389,-0.806667,0.4,0,1,1,0.17,0.283333,0.143333,1,0,0,0,0,0,0,0,,,,,
WhistleBells,0.0666667,1.30834,0,1.01526,0,0.0833333,0.116663,0.240001,1.55833,0.860067,4.26667,1.04,0.0551181,2,0.307087,1.83071,0,2,-0.213333,0.235185,-1,-1,0,0.106667,0,0.15,0.88,0.133333,1,0,0,0,0,12,0,0,,,,,
VibrantMono,0.258333,0.166666,0.94,0.166667,1,0.241667,0.275,0.88,0.208333,0.582,-13.76,1.24,0.00666667,2,0.291339,0,0,0,-0.893333,0,-1,-1,1,0.286667,1,0,0.636667,0,1,0,0,0.0433333,1,12,0,1,,,,,
RayDeeUM1,0.0333333,1.33334,0,0.73192,2,0.0916667,1.01667,0.47,1.225,0.463175,5.97333,-0.5,0.0333333,1,0.371969,2.275,0,0,-1,0,-0.6,-1,0,0.983333,0.146667,0.0833337,0.88,0.0699997,1,0,0,0,0,0,0,1,,,,,
Conversion,0.175,1.07501,0.863333,0.273587,2,0.166667,0,0.763333,0.266667,0.748504,2.13333,-0.0687139,-0.00787402,0,0.409449,2.59843,0,1,0.511811,0,0.82,0.76,0,1,1,0.17,0.283333,0.143333,1,0,0,0,0,12,0,0,,,,,
StringsOnHigh,1.09952,1.47297,0.843504,1.10565,1,0.840907,0,0.308242,1.56273,0.45063,-8.70945,0.240157,-0.0551181,1,0.464567,0,0,1,0.322835,0,-1,-1,0,0.692913,0.811024,0.0953195,0.0677614,0.11315,1,0,0,0,0,0,0,0,,,,,
StringsOnHigh2,0.332853,0.639637,0.46,0.505647,4,0.158333,0.716667,0.19,0.475,0.321857,10.8105,0.791076,0.0393701,1,0.330709,0,0,2,1,0.298181,-1,-1,0,0.692913,0.685039,0.0953195,0.0677614,0.11315,1,0,0,0,0,0,2,0,,,,,
3point80,0.0333333,0.258343,0.813333,1.04859,2,0.0916667,0.65,0.526667,1.225,0.602546,11.84,-0.279528,0.04,1,0.503937,1.72205,0,0,-0.0983033,0.247784,-1,-1,0,1,0.0433333,0.2,0.88,0.186666,1,0,0,0.0233333,0,0,0,1,,,,,
OneForThe,0.0333333,0.758343,0,0.648587,1,0.266667,0.65,0.176667,1.225,0.572835,11.9467,0.167139,0.00787402,2,0.458635,0,1,-1,-0.0983033,0,-1,-1,0,0,1,0.173334,0.88,0.13,1,0,0,0,0,-12,0,1,,,,,
EvolLove3,0.666667,0.644654,1,0.727729,2,1.14167,0,1,0.73827,0.204387,16,1.24871,-0.00787402,2,0.382205,0,2,-1,-0.653543,0,-1,-1,0,1,1,0.092568,0.310589,0.097636,0.969731,0,0,0,0,0,0,1,,,,,
GetTheKey,0.0333333,1.70001,0,0.48192,2,0.0916667,0.65,0.263334,1.225,0.328425,3.30667,0.0984252,0.0333333,1,0.338583,0,1,0,0.259843,0,-0.953334,-1,0,0.0166663,0,0.0400003,0.88,0.00999965,1,0,0,0,0,0,0,1,,,,,
EvolLove4,0.591667,0.644654,0.89,0.727729,2,0.633334,0,0.503333,0.73827,0.534646,4.48,0.53937,-0.00787402,2,0.312205,0,2,-1,-1,0,-1,-1,0,1,1,0.092568,0.310589,0.097636,0.969731,0,0,0,0,0,0,1,,,,,
FirstThings2,0.2,1.70001,0.83,0.48192,2,0.266667,0.65,0.263334,1.225,0.771417,5.54667,1.4685,0.023622,2,0.411916,0.590551,0,0,-0.556745,0,0.746666,-1,0,0,1,0.0400003,0.88,0.00999965,1,0,0,0.0233333,2,-12,0,1,,,,,
MeltedIceCream2,0.317842,1.13379,0.66,0.15,1,0.4,0.541667,0.79,0.244086,0.662833,-13.9733,0.906667,0.00671303,1,0.450787,1.8,0,1,-0.213333,0.230986,-0.726667,-1,0,0.85,0.593333,0,0.793868,0.136302,1,0,0,0.0141667,1,0,0,0,0,0.996667,1,0,0
DarkWave,0.158333,0.849997,0,0.348587,2,0,0.491663,0.13,1.86667,0.442381,6.94425,0.728346,0.0412073,1,0.386667,2.425,0,0,0.212598,0.259678,-0.513334,-0.626667,0.896667,1,1,0.0199997,0.786667,0.113958,1,0.123,0,0,0,0,0,1,0,0,0.176667,1,0
SquareCords,0.192842,0.908794,0,0.225,1,0.591667,1.60833,0,0.55242,0.3783,-12.2667,1.27333,0.0266667,1,0.450787,2.1,0,0,0.153333,0.180589,-1,-1,0,0.18,0.38,0,0.793868,0.136302,1,0,0,0,0,0,0,1,0,0.386667,1,0.506667,0
Vulcano4,0.317842,1.13379,0.66,0.15,2,0.4,0.808334,0.436667,0.244086,0.362133,-2.02663,1.04667,0.0533333,1,0.450787,1.85,0,-1,-1,0.209987,-0.726667,-1,0,0.8,0.57,0,0.793868,0.136302,1,0,0,0.0141667,0,0,0,1,0,0.996667,1,0.523333,0
Snappy2,0.163173,1.72898,0,0.89774,2,0.105499,0.338554,0.120746,1.5427,0.46761,7.77003,0.282256,-0.853492,3,0.488451,0,0,0,-0.975881,0.0991659,-0.55713,-0.674936,0,0.813333,0.00145761,0,0.163714,0.153954,0.949876,0.152504,0,0.0166667,1,-3,0,1,0,1,1,1,0
Snappy3,0.163173,1.55398,0,0.89774,2,0.105499,0.338554,0.120746,1.5427,0.46761,7.77003,0.282256,-0.0601587,1,0.488451,2.85,2,0,-0.0225476,0.35955,-0.79713,-1,0,0.813333,0.00145761,0,0.163714,0.153954,0.949876,0,0,0,0,0,0,1,0,1,1,1,0
Soloist3,0.734509,1.13379,0.66,0.216667,2,0.916667,1.125,0.11,0.535753,0.281299,12.3734,0.226667,0.006713,2,0.397454,2.175,2,0,0.286667,0.16379,-0.746667,-1,0,0.923333,0.936667,0,0.793868,0.136302,1,0,0,0.0333333,2,0,0,0,2,0.473333,1,0.79,0
BuzzedHorns,0.378107,1.91466,0.445282,0.346094,3,0.461851,0.736681,0.739636,1.46126,0.0992913,-5.86667,1.29507,0.023622,2,0.393071,0.05,0,0,0.874016,0,-1,-1,0,1,0.992126,0.060563,0.710228,0.172046,1,0.081853,0,0.0466667,0,0,0,0,0,1,1,1,0
OldenHorns5,0.378107,1.91466,0.445282,0.346094,3,0.461851,0.736681,0.246303,1.46126,0.0992913,7.82107,-0.358268,0.023622,2,0.433071,0.05,0,0,0.874016,0,-1,-1,0,1,0.992126,0.060563,0.710228,0.172046,1,0.081853,0,0.0466667,0,0,0,0,0,1,1,1,0
RazeDayz,0.0629697,0.340687,0.736667,0.35365,2,0.778973,1.41646,0.322451,1.34584,0.47962,-14.9921,-0.185039,0.103622,2,0.496233,0.0839055,3,-1,0.337795,0.377976,-0.693333,-1,0,1,1,0.104791,0.589768,0.135425,0.967659,0,0,0.00284663,1,0,1,1,0,1,1,1,0
SpaceyBeat9,0.141667,0.56509,0,0.441667,3,0.258333,0.292267,0.136219,0.33064,0.840158,-12.5867,0.726667,0,0,0.414619,2.575,0,0,0.685722,0.243585,-0.846667,1,0,0.287752,0.0466667,0.0232903,0.177191,0.113303,0.979909,0.114,0,0,0,0,3,1,0,1,1,1,0
Charlatans,0.0333333,1.38334,0,0.665247,2,0.1,0.491667,0.293334,0.8,0.482576,2.83884,0.0866667,0.02,0,0.488635,2.72815,0,0,0.07503,0.239385,-1,-1,0,0.69,0,0.193334,0.88,0.14,1,0,0,0,0,0,0,1,1,1,1,1,0
basic9revisited,0.0333333,1.27501,0,0.915253,2,0.0916667,0.65,0.423334,1.225,0.282109,10.4533,0.127139,0.0466666,1,0.441286,0,2,0,-0.0983033,0,-1,-1,0,0.0166666,0.92,0.153334,0.88,0.063333,1,0,0,0,0,0,0,1,0,1,1,1,0
BonesAndWood,0.0333333,0.691676,0,0.13192,3,0.05,0,0.313333,0.291667,0.97,9.8133,0.00393701,0.06,0,0.448819,0,0,0,1,0,-1,-1,0,0.65,0.0833333,0.426667,0,0.08,1,0,0,0,0,0,0,1,0,1,1,1,0
Hypnotize3,0.581678,2.03778,0.831325,0.180919,0,0.608267,1.64578,0.0702989,1.44693,0.808856,-0.131687,-0.5,0.015981,0,0.433071,0.0299212,2,0,1,0.100498,-1,-0.879543,0,0.293534,0.375807,0,0.191439,0.0674586,0.989494,0.00598206,0,0,2,0,1,0,0,1,1,1,0
OrganB,0.166667,1.19731,0.813333,0.26525,1,0.00833334,0.258336,0.433333,0.316667,0.0105083,16,0.466667,0.02,0,0.444856,0,0,3,0.108364,0.109193,0.406666,-0.106667,0.00333333,0.33,0.896214,0.13,0.74,0.160625,1,0.282,0,0,0,0,0,1,2,0.03,0,0,0
Tinkering,0.025,0.70001,0,0.63192,2,0,0.65,0.579999,0.666667,0.633937,7.5733,-0.169291,0.013333,0,0.428241,0,0,3,1,0.00419974,-1,-1,0,1,0,0,0.636667,0.046667,1,0,0,0,0,0,0,1,0,1,1,1,0
BlackNWhite,0.0333333,0.85001,0,0.340253,0,0,0,0.00666665,0.908333,0.721842,4.26666,0.80257,-3.57827e-07,1,0.526234,0,0,0,0.85503,0,-0.906667,-1,0,0.733333,0.24,0,0.88,0.12,1,0,0,0,0,0,0,1,0,0.126667,1,0.46,0
BestHornSynth,0.378107,1.91466,0.445282,0.346094,3,0.461851,0.736681,0.246303,1.46126,0.0992913,7.82107,-0.358268,0.023622,2,0.519685,5.84646,0,0,1,0,-1,-1,0,1,1,0.060563,0.710228,0.0853793,1,0,0,0.0366667,0,0,0,0,0,1,1,1,0
BestPlucked,0.192842,0.858794,0,0.4,2,0.608334,0.43333,0.943333,0.55242,0.3783,-12.9067,1.27333,0.0266667,1,0.669291,3.05,2,-1,0.38,0.0797953,-0.813333,-1,0,0.923333,0.38,0,0.166667,0.136302,1,0,0,0,0,0,0,1,0,0.02,1,0.713333,0
CallingOut,0.141667,0.774996,0.02,0.625,1,0.15,0.658333,0.09,0.649997,0.557559,4.03487,-0.0466667,-0.00881893,1,0.456693,0.6,0,0,-0.0466667,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.556667,0.00666667,1,0
SoftAires,0.15,1.25001,0,0.440257,0,0,0.60833,0.186667,1.33333,0.7081,6.18667,-0.0733333,-0.0266666,1,0.435302,2.15,2,1,-0.84,0.257937,-1,-0.186667,0,0,0,0,0.88,0.21,1,0,0,0,0,7,0,1,0,0.37,1,1,0
